track_name,artists,album_name,track_genre
Ball and Biscuit,The White Stripes,Elephant,garage
月光,The Birthday,サンバースト,garage
River,Ethanol Blend,The Blend Part 2.,garage
ずっとグルーピー,andymori,ファンファーレと熱狂,garage
Shores,The Red Pears,Alicia,garage
Change My Ways,Tony Molina,Dissed and Dismissed,garage
Hard Ticket,The Frights,The Frights,garage
No Rave,Black Lips,Lost Angel,garage
Conflicting,The Grogans,Grogan Grove,garage
Back to You,Goons Of Doom,Revenge Of The Goons,garage
Two-Timing Touch and Broken Bones,The Hives,Tyrannosaurus Hives,garage
Bending at the Knee,These New South Whales,Bending at the Knee,garage
Goodbye Kiss,Kasabian,Velociraptor!,garage
Mountains,The Red Pears,"For Today, for Tomorrow, for What Is, for What Could've Been",garage
Cut You Deep,Dear Seattle,Dear Seattle,garage
Uncle Jill,Pile,Magic Isn't Real,garage
Creatures,The Orwells,Terrible Human Beings,garage
Excuse Me,Pacific Avenue,Strawberry Skies,garage
Slow & Easy,Scott H. Biram,Nothin' But Blood (Bonus Track Version),garage
Mama,Shannon & The Clams,Mama,garage
Hrsb - Audiotree Live Version,Beach Goons,Beach Goons on Audiotree Live,garage
Cum In The Street,C.O.F.F.I.N,Children Of Finland Fighting in Norway,garage
The One That Let Me Go,The Abigails,Tundra,garage
Kind of a Drag,The Buckinghams,Pop Classics Of The 60's,garage
There Will Be Nights When I'm Lonely,Possessed by Paul James,There Will Be Nights When I'm Lonely,garage
Rat Face,The Spits,The Spits,garage
I'm Queen,Le Butcherettes,Kiss & Kill,garage
Snakes Crawl,Shannon & The Clams,Year Of The Spider,garage
Hate to Say I Told You So (Live) [Radio Edit],The Hives,Hate to Say I Told You So (Live) [Radio Edit],garage
Bad News Travels Fast,The Fuzztones,Lysergic Legacy - The Very Best Of,garage
Private Affair - 2004 Remaster,The Saints,Eternally Yours,garage
Trolls - Teil 3,Trolls;Thomas Karallus;Lena Meyer-Landrut;Mark Forster;Friederike Walke;Kerstin Sanders-Dornseif;Nic Romm;Robert Griesbach;Jan-David Rönfeldt;Rubina Nath;Bastian Sierich;Maximiliane Häcke;Bianca Krahl;Patrick Bach;Leonhard Mahlich;Timmo Niesner;Helmut Gauß;Marius Clarén,Trolls (Das Original-Hörspiel zum Kinofilm),garage
The Upper East,Banes World;Dancody,The Upper East,garage
Today,RICEWINE,Flood,garage
"What Is Love? Tell Me, Is It Easy?",Hala,Spoonfed,garage
Kokopelli,Mild High Club,Skiptracing,garage
Never Never,The Libertines,Can't Stand Me Now,garage
Mister Church,Cottonwood Firing Squad,Mister Church,garage
Oblivius,The Strokes,Future Present Past,garage
Little Room,The White Stripes,White Blood Cells,garage
Metal Zone,The Vines,Wicked Nature,garage
Stuck on u,Pity Party (Girls Club),Hard Times / Bad Trips,garage
My My My,Armand Van Helden,Nympho,garage
Agoraphobia,Tired Lion,Agoraphobia,garage
Another Day,CIVIC,Future Forecast,garage
Skinny Legs,The Vanns,Skinny Legs,garage
Ain't No Love,Dark Thoughts,Dark Thoughts,garage
One For The Road,Arctic Monkeys,One For The Road,garage
Edita V,Balkans,Balkans,garage
Eraser,S.H.I.T.,Complete S.H.I.T.,garage
Life Time Warranty,Cyberbully Mom Club,Amy Locust Whatever,garage
Nowhere to Go,Tony Molina,Dissed and Dismissed,garage
Slave Labor,Government Warning,No Moderation,garage
Ring,White Reaper,You Deserve Love,garage
History,WAAX,Big Grief,garage
Tryin',Shannon & The Clams,Onion,garage
Anti Bad Vibe Shield,Goons Of Doom,Kill the Band,garage
I Fought the Law - Single Version,The Bobby Fuller Four,Never To Be Forgotten - The Mustang Years,garage
Kayak,The Grogans,Just What You Want,garage
Down The Drain,Zero Boys,Vicious Circle,garage
Just A Kid,The Grogans,Just A Kid,garage
Anala,The King Khan & BBQ Show,Invisible Girl,garage
Rollies,Old Mervs,Rollies,garage
Losing It,The Smith Street Band,Don't Waste Your Anger,garage
People And Their Stories,C.O.F.F.I.N,Children Of Finland Fighting in Norway,garage
The Stack,White Reaper,The World's Best American Band,garage
Feel the Weight,Dear Seattle,Feel the Weight,garage
Walk Idiot Walk - Live,The Hives,Live at Third Man Records,garage
Promises,Barreracudas,Can Do Easy,garage
You Are Going to Hate This,The Frights,You Are Going to Hate This,garage
Make Me Feel Weeeird,Together Pangea,Living Dummy,garage
Realization,Frankie and the Witch Fingers,ZAM,garage
Not Living at All,Mr. Airplane Man,Moanin',garage
Sway,Beddy Rays,Lost Found Beat Around,garage
Dumb Ideas,Bad//Dreems,Dogs At Bay,garage
When I Get Mad,Reatards,Teenage Hate / Fuck Elvis Here's the Reatards,garage
What a Waster,The Libertines,What a Waster / I Get Along (Live at the ICA 3.6.02),garage
The Belly Of Your Bedroom,The Smith Street Band,No One Gets Lost Anymore,garage
The Shimmie Shake,Luca Brasi,ReWiggled,garage
Evil Eye,Dead Moon,Unknown Passage,garage
This Thing Called Progress,Poison Idea,Pick Your King E.P. / Record Collectors Are Pretentious Assholes (The Fatal Erection Years: 1983-1986),garage
Trolls - Teil 1,Trolls;Thomas Karallus;Lena Meyer-Landrut;Mark Forster;Friederike Walke;Kerstin Sanders-Dornseif;Nic Romm;Robert Griesbach;Jan-David Rönfeldt;Rubina Nath;Bastian Sierich;Maximiliane Häcke;Bianca Krahl;Patrick Bach;Leonhard Mahlich;Timmo Niesner;Helmut Gauß;Marius Clarén,Trolls (Das Original-Hörspiel zum Kinofilm),garage
You've Done Enough,Gorgon City;DRAMA,You’ve Done Enough,garage
Aquarium,Nosaj Thing,Views/Octopus EP,garage
Roll Back - TOKiMONSTA Remix,George FitzGerald;Lil Silva;TOKiMONSTA,All That Must Be (Remixes),garage
Why'd You Only Call Me When You're High?,Arctic Monkeys,Why'd You Only Call Me When You're High?,garage
Telephone,CASTLEBEAT;Sonia Gadhia,Telephone,garage
Mind Fields,No Vacation,Mind Fields,garage
Nina,Crumb,Jinx,garage
Henrietta,The Fratellis,Costello Music,garage
Trust,Fake Tides,Beer Up Only Club,garage
Drunk Text Romance,Cyberbully Mom Club,Outdoor Activities,garage
Sydney King,C.O.F.F.I.N,Children Of Finland Fighting in Norway,garage
Capsule,dave the band,Slob Stories,garage
Constable,The Peep Tempel,Joy,garage
Street Signs & Brake Lights,The Delta Riggs,Hex.Lover.Killer,garage
I.D.K.W.I.F.L,WAAX,Big Grief,garage
Leave This Town,Tony Molina,In the Fade,garage
Two Step To Hell,Chain Whip,Two Step To Hell,garage
Song About A Boy,Ruby Fields,Song About A Boy,garage
Run The Red Light,British India,Guillotine,garage
You,Pacific Avenue,Strawberry Skies,garage
Wannabe In L.A,Eagles Of Death Metal,Heart On,garage
Deadshit,Pist Idiots,Idiocracy,garage
Waiting My Whole Life,The Grogans,Twangs n' Cans,garage
Last 4th of July,White Reaper,White Reaper Does It Again,garage
Blood Red Moon,The Hives,Blood Red Moon,garage
I Wish You Loved You As Much As You Love Him (feat. Donae’O & Greentea Peng),The Streets;Donae'o;Greentea Peng,I Wish You Loved You As Much As You Love Him,garage
Half Bad,White Reaper,White Reaper,garage
Portal of Yarn,Chicano Batman,Black Lipstick,garage
"Chiyoda, Arkansas, Manila",Peter Matthew Bauer,Flowers,garage
Young Once,The Smith Street Band,More Scared Of You Than You Are Of Me,garage
(Out) On Bail,C.O.F.F.I.N,Children Of Finland Fighting in Norway,garage
Girls,Sly Withers,Sly Withers,garage
Whack,Polish Club,Now We're Cookin',garage
Tomorrows Children,The Spits,VOL.V,garage
Love Is All Around,The Troggs,Hit Single Anthology,garage
Surrey Dive,The Smith Street Band,Throw Me In The River,garage
Godstone,Shannon & The Clams,Year Of The Spider,garage
Leaves Fall Again,Shannon & The Clams,Year Of The Spider,garage
A Place In Your Heart,Protex,Strange Obsessions,garage
Passing Through,Sly Withers,Radio,garage
Strange Wind,Shannon & The Clams,Onion,garage
What's the Trick?,Jack White,Fear Of The Dawn,garage
2018,The Spits,Kill the Kool,garage
Everybody Sexareeno!,Les Sexareenos,Live! In the Bed,garage
You're Gonna Miss Me (2008 Remastered Original Mono LP Version),13th Floor Elevators,The Psychedelic Sounds of the 13th Floor Elevators - 2008 Remaster,garage
"Heartbroken, In Disrepair",Dan Auerbach,Keep It Hid,garage
Why I Can't Draw,The Smith Street Band,Sunshine and Technology,garage
Hi-Fi Television,Together Pangea,Non Stop Paranoia,garage
Built To Last,Black Box Revelation;Seasick Steve,Tattooed Smiles,garage
Ramona,Ultrasonicas,Yo Fui una Adolescente Terrosatánica,garage
Can't Help Falling in Love,Elvis Presley,Blue Hawaii,rock-n-roll
Stand by Me,Ben E. King,Don't Play That Song (Mono),rock-n-roll
Put Your Head On My Shoulder,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,rock-n-roll
Unchained Melody,The Righteous Brothers,Just Once In My Life,rock-n-roll
Jailhouse Rock,Elvis Presley,Platinum - A Life In Music,rock-n-roll
Suspicious Minds,Elvis Presley,From Elvis in Memphis,rock-n-roll
Stand by Me,Ben E. King,Thanksgiving Party,rock-n-roll
Blue Christmas,Elvis Presley,Santa Claus Is Coming To Town,rock-n-roll
Run Rudolph Run,Chuck Berry,Best Christmas Songs 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,CHRISTMAS TOP HITS 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,The Very Best Christmas Songs 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,Xmas Classics 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,Santa Claus Is Coming To Town,rock-n-roll
Run Rudolph Run,Chuck Berry,Classic Christmas Music 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,pov: you hear the bells jingle,rock-n-roll
Run Rudolph Run,Chuck Berry,Classic Christmas 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,12 Days of Christmas 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,Best Christmas Music 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,Weihnachtslieder 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,Christmas Best Hits 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,Weihnachten Playlist,rock-n-roll
Run Rudolph Run,Chuck Berry,Christmas Playlist 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,Best Christmas Playlist Ever 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,Silent Night,rock-n-roll
Run Rudolph Run,Chuck Berry,Christmas Songs 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,Best Christmas Songs 2022 | For under the Mistletoe,rock-n-roll
Run Rudolph Run,Chuck Berry,Home At Christmas,rock-n-roll
Run Rudolph Run,Chuck Berry,Christmas Dinner 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,Christmas Faves 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,"It's Christmas, Let's Dance",rock-n-roll
Route 66 - Stereo Remix,Chuck Berry,On air 70's Hits,rock-n-roll
You Never Can Tell - 1964 Single Version,Chuck Berry,60s Christmas Party,rock-n-roll
Run Rudolph Run,Chuck Berry,Holidays Are Coming,rock-n-roll
Run Rudolph Run,Chuck Berry,Christmas Classics,rock-n-roll
Run Rudolph Run,Chuck Berry,Christmas Eve At Home,rock-n-roll
Run Rudolph Run,Chuck Berry,pov: you are walking in a winter wonderland,rock-n-roll
Run Rudolph Run,Chuck Berry,Rock n Roll Christmas,rock-n-roll
Run Rudolph Run,Chuck Berry,Classic Christmas Greatest Hits,rock-n-roll
I Saw Mommy Kissing Santa Claus,Frankie Valli & The Four Seasons,Christmas Time,rock-n-roll
Run Rudolph Run,Chuck Berry,pov: you saw mommy kissing santa claus,rock-n-roll
Run Rudolph Run,Chuck Berry,All I Want For Christmas Is You,rock-n-roll
Run Rudolph Run,Chuck Berry,World's Best Christmas Playlist,rock-n-roll
Run Rudolph Run,Chuck Berry,Weihnachtssongs,rock-n-roll
Run Rudolph Run,Chuck Berry,Weihnachten Musik,rock-n-roll
Run Rudolph Run,Chuck Berry,Rockin' Around The Christmas Tree 2022,rock-n-roll
Run Rudolph Run,Chuck Berry,pov: you bake cookies,rock-n-roll
Run Rudolph Run,Chuck Berry,All I want For Christmas Is Music,rock-n-roll
Run Rudolph Run,Chuck Berry,Jingle Bell Rock 2022,rock-n-roll
You Never Can Tell - 1964 Single Version,Chuck Berry,Christmas time but not Christmas songs 2022,rock-n-roll
You Never Can Tell - 1986 Stereo Remix,Chuck Berry,(60's) Sixties Collected Volume 2,rock-n-roll
(You're The) Devil in Disguise,Elvis Presley,Elvis 30 #1 Hits,rock-n-roll
Always On My Mind,Elvis Presley,Elvis (Fool),rock-n-roll
Put Your Head on My Shoulder,Paul Anka,Sings His Favorites,rock-n-roll
Jailhouse Rock,Elvis Presley,Elvis' Golden Records,rock-n-roll
Stand by Me,Ben E. King,Don't Play That Song,rock-n-roll
Burning Love,Elvis Presley,Elvis (Fool),rock-n-roll
Johnny B. Goode,Chuck Berry,Berry Is On Top,rock-n-roll
"Oh, Pretty Woman",Roy Orbison,"Oh, Pretty Woman",rock-n-roll
Fue en un Cafe,Los Apson,"Amores Incomparables, Vol. 3",rock-n-roll
Rockin' Robin,Bobby Day,The Rockin' Adventures of Bobby Day,rock-n-roll
The Little Drummer Boy,Frankie Valli & The Four Seasons,Jazzy Christmas Vibes,rock-n-roll
I Don't Like To Sleep Alone,Paul Anka;Odia Coates,Best 70s Rock Tunes,rock-n-roll
Everyday,Buddy Holly;The Crickets,Christmas time but not Christmas songs 2022,rock-n-roll
I Don't Like To Sleep Alone,Paul Anka;Odia Coates,Sweet Home Alabama,rock-n-roll
Se Ha Quebrado,Los Freddy's,20 Éxitos Populares,rock-n-roll
Somebody Nobody Wants,Dion,Fiesta temática 60s,rock-n-roll
I Don't Like To Sleep Alone,Paul Anka;Odia Coates,Best 70s Rock Tunes,rock-n-roll
Christmas Time,The Platters,Classic Christmas Music 2022,rock-n-roll
Veracruz,Mike Laure,Lo Mejor De Mike Laure,rock-n-roll
Christmas Time,The Platters,Xmas Classics 2022,rock-n-roll
I Don't Like To Sleep Alone,Paul Anka;Odia Coates,Best 70s Rock Tunes,rock-n-roll
Blue Christmas,The Platters,A Very 60s Christmas,rock-n-roll
Cuando Vuelva A Tu Lado,Mike Laure,Lo Mejor De Mike Laure,rock-n-roll
Jingle Bell Rock,The Platters,A Very 60s Christmas,rock-n-roll
"Rudolph, The Red Nosed Reindeer",The Platters,A Very 60s Christmas,rock-n-roll
Jingle Bell Rock,The Platters,60s Christmas Party,rock-n-roll
Triángulo (feat. Thalia),Los Baby's;Thalia,Tributo a,rock-n-roll
Jingle Bell Rock,The Platters,Christmas Soul Classics,rock-n-roll
Winter Wonderland,The Platters,A Very 60s Christmas,rock-n-roll
I Saw Mommy Kissing Santa Claus,Frankie Valli & The Four Seasons,Perfect Christmas Hits,rock-n-roll
I'll Be Home For Christmas,The Platters,Christmas Soul Classics,rock-n-roll
I Saw Mommy Kissing Santa Claus,Frankie Valli & The Four Seasons,Merry Christmas,rock-n-roll
All I Want For Christmas Is My Two Front Teeth,The Platters,Desayuno en calma,rock-n-roll
All I Want For Christmas Is My Two Front Teeth,The Platters,Classic Christmas 2022,rock-n-roll
"Rudolph, The Red Nosed Reindeer",The Platters,Classic Christmas Music 2022,rock-n-roll
All I Want For Christmas Is My Two Front Teeth,The Platters,Xmas Classics 2022,rock-n-roll
She Never Talked to Me That Way,The Drifters,R'n'B Studying,rock-n-roll
I Saw Mommy Kissing Santa Claus,Frankie Valli & The Four Seasons,Christmas Music - Holiday Hits,rock-n-roll
La Otra Parte de Ti - Complimenti,Jorge Muñiz,Sucesos Musicales (with María del Sol),rock-n-roll
Que Me Perdone Tu Señora,Manoella Torres,La Gran Colección del 60 Aniversario CBS - Manoella Torres,rock-n-roll
I Saw Mommy Kissing Santa Claus,Frankie Valli & The Four Seasons,Holly Jolly Christmas,rock-n-roll
White Christmas,The Drifters,Christmas Time,rock-n-roll
White Christmas,The Drifters,Perfect Christmas Hits,rock-n-roll
White Christmas,The Drifters,Merry Christmas,rock-n-roll
Una Lágrima (Una Lacrima),Estela Nuñez,Estela Nuñez... Sus Primeras E Inolvidables Grabaciones,rock-n-roll
Sweets for My Sweet,The Drifters,Thanksgiving Party,rock-n-roll
White Christmas,The Drifters,Holly Jolly Christmas,rock-n-roll
White Christmas,The Drifters,Christmas Music - Holiday Hits,rock-n-roll
White Christmas,The Drifters,Christmas Only: The Timeless Classic Collection,rock-n-roll
No debes llorar,Los Solitarios,Antología. . . Los Solitarios,rock-n-roll
We Belong Together,Ritchie Valens,Ritchie Valens,rock-n-roll
Can't Help Falling In Love,Elvis Presley,Elvis 30 #1 Hits,rock-n-roll
You Never Can Tell,Chuck Berry,St. Louis To Liverpool,rock-n-roll
A Teenager In Love,Dion & The Belmonts,Presenting Dion And The Belmonts,rock-n-roll
If I Can Dream,Elvis Presley,ELVIS (Original Motion Picture Soundtrack),rock-n-roll
I Will Follow You,Ricky Nelson,For Your Sweet Love,rock-n-roll
"Oh, Pretty Woman",Roy Orbison,The Essential Roy Orbison,rock-n-roll
Rhythm of the Rain,The Cascades,Rhythm Of The Rain,rock-n-roll
Let's Twist Again,Chubby Checker,It's Pony Time/Let's Twist Again,rock-n-roll
All I Have to Do Is Dream,The Everly Brothers,The Very Best of The Everly Brothers,rock-n-roll
Lonesome Town,Ricky Nelson,Ricky Sings Again (Expanded Edition / Remastered),rock-n-roll
Only You (And You Alone),The Platters,The Magic Touch: An Anthology,rock-n-roll
Build Me Up Buttercup,The Foundations,Baby Now That I've Found You,rock-n-roll
Sugar Sugar,The Archies,Everything's Archie,rock-n-roll
Great Balls Of Fire,Jerry Lee Lewis,Jerry Lee's Greatest,rock-n-roll
You Drive Me Crazy,Shakin' Stevens,Shaky,rock-n-roll
In the Ghetto,Elvis Presley,From Elvis in Memphis,rock-n-roll
"Unchained Melody - Live at Ann Arbor, MI",Elvis Presley,Moody Blue,rock-n-roll
Interrogación,Fresa Salvaje,Interrogación,rock-n-roll
Ocho Palabras,Los Polifaceticos,Puros Exitos,rock-n-roll
Un Beso Más (One Last Kiss),Paco Cañedo,Paco Cañedo,rock-n-roll
Nunca Más Podré Olvidarte,Los Cuatro Soles,Nunca Más Podré Olvidarte,rock-n-roll
"Popurrí ""Los Tres Ases""",Jorge Muñiz;Marco Antonio Muñiz,Serenata,rock-n-roll
Si La Invitará Esta Noche,Alberto Vazquez,Baladas,rock-n-roll
Me Quiero Casar Contigo,Mike Laure,Mi Historia,rock-n-roll
Para Decir Adiós,Alberto Vazquez;Estela Nuñez,Cosas de Alberto Vázquez,rock-n-roll
Anoche Me Enamoré,Los Apson,Loco - Vintage Rock en Español,rock-n-roll
Yo Que No Vivo Sin Ti,Angelica Maria,15 Éxitos,rock-n-roll
Animas Que No Amanezca,Alberto Vazquez;Manolo Muñoz,Rancheras Inmortales,rock-n-roll
Y es por ti (Waiting Here for You),Los Reno,Peerless 80 Aniversario - 24 Exitos,rock-n-roll
Engaño,La Tropa Loca,El Disco de Oro de la Tropa Loca,rock-n-roll
Mi Amor Imposible,Los Pasteles Verdes,Éxitos Eternos,rock-n-roll
Stupid Cupid,Connie Francis,Christmas time but not Christmas songs 2022,rock-n-roll
Mi Loca Pasión (feat. Shaila Dúrcal),Los Baby's;Shaila Dúrcal,Tributo a,rock-n-roll
No Dejes de Quererme,Sonora Maracaibo,La Mas Romantica de America,rock-n-roll
Nutbush City Limits,Ike & Tina Turner,On air 70's Hits,rock-n-roll
River Deep - Mountain High,Ike & Tina Turner,60s Christmas Party,rock-n-roll
La Cosecha De Mujeres,Mike Laure,Lo Mejor De Mike Laure,rock-n-roll
Me Estoy Acostumbrando a Ti,Ricardo Ceratto,Los Autenticos Exitos De,rock-n-roll
Don't Break The Heart That Loves You,Connie Francis,The Greatest Jazz Mix,rock-n-roll
Mistletoe and Wine,Cliff Richard,Christmas Music - Holiday Hits,rock-n-roll
Tiempo (with José José),Marco Antonio Muñiz;José José,El Príncipe de la Canción,rock-n-roll
Dancing In The Street - Stereo,Martha Reeves & The Vandellas,On air 70's Hits,rock-n-roll
(Love Is Like A) Heat Wave - Single Version,Martha Reeves & The Vandellas,60s Christmas Party,rock-n-roll
Porque Estas Enamorada,Los Brios,30 Anos De Exitos,rock-n-roll
